Distance from Lap Line (m),Elevation (m),UTMX,UTMY,LongX,LatY
722.000,204.4394,435547.5349,296171.8032,18.09037002,50.52906039
723.000,204.4511,435547.5517,296172.8031,18.09037009,50.52906939
724.000,204.4299,435547.6021,296173.8017,18.09037062,50.52907838
725.000,204.4459,435547.6596,296174.8,18.09037126,50.52908736
726.000,204.3822,435547.7591,296175.795,18.09037249,50.52909632
727.000,204.3762,435547.8624,296176.7896,18.09037378,50.52910528
728.000,204.3785,435548.0024,296177.7798,18.09037558,50.5291142
729.000,204.3748,435548.1467,296178.7692,18.09037745,50.52912312
730.000,204.3706,435548.3303,296179.7522,18.09037987,50.52913198
731.000,204.37,435548.519,296180.7342,18.09038236,50.52914083
732.000,204.3499,435548.7308,296181.7115,18.09038518,50.52914965
733.000,204.3443,435548.9537,296182.6862,18.09038816,50.52915844
734.000,204.3552,435549.206,296183.6538,18.09039155,50.52916717
735.000,204.342,435549.4631,296184.6202,18.09039501,50.52917589
736.000,204.3308,435549.7292,296185.5841,18.0903986,50.52918459
737.000,204.3232,435550.0076,296186.5445,18.09040237,50.52919326
738.000,204.3108,435550.3023,296187.5001,18.09040636,50.52920189
739.000,204.32,435550.6112,296188.451,18.09041055,50.52921048
740.000,204.3042,435550.9336,296189.3976,18.09041494,50.52921903
741.000,204.2921,435551.2675,296190.3402,18.09041949,50.52922754
742.000,204.2927,435551.6093,296191.28,18.09042415,50.52923603
743.000,204.2759,435551.9432,296192.2226,18.0904287,50.52924455
744.000,204.266,435552.2727,296193.1667,18.09043318,50.52925308
745.000,204.26,435552.6057,296194.1097,18.09043772,50.52926159
746.000,204.2548,435552.9399,296195.0521,18.09044227,50.52927011
747.000,204.2489,435553.2806,296195.9923,18.09044692,50.5292786
748.000,204.2415,435553.6232,296196.9318,18.09045159,50.52928709
749.000,204.2357,435553.9704,296197.8696,18.09045633,50.52929556
750.000,204.2434,435554.3186,296198.807,18.09046108,50.52930403
751.000,204.2126,435554.6732,296199.742,18.09046592,50.52931248
752.000,204.197,435555.0286,296200.6767,18.09047077,50.52932093
753.000,204.1749,435555.3987,296201.6057,18.09047584,50.52932933
754.000,204.217,435555.7699,296202.5343,18.09048091,50.52933772
755.000,204.18,435556.1523,296203.4583,18.09048615,50.52934607
756.000,204.1734,435556.5356,296204.3819,18.0904914,50.52935442
757.000,204.146,435556.9363,296205.2981,18.0904969,50.52936271
758.000,204.1492,435557.3381,296206.2138,18.09050241,50.52937099
759.000,204.1312,435557.7511,296207.1245,18.09050808,50.52937923
760.000,204.1126,435558.1643,296208.0352,18.09051375,50.52938746
761.000,204.1124,435558.5786,296208.9453,18.09051944,50.5293957
762.000,204.1301,435558.9952,296209.8544,18.09052516,50.52940392
763.000,204.0799,435559.4201,296210.7596,18.090531,50.52941211
764.000,204.0953,435559.8466,296211.6641,18.09053686,50.52942029
765.000,204.0882,435560.2775,296212.5665,18.09054279,50.52942845
766.000,204.0787,435560.708,296213.4691,18.09054871,50.52943662
767.000,204.0643,435561.1374,296214.3722,18.09055461,50.52944479
768.000,204.03,435561.5674,296215.275,18.09056052,50.52945296
769.000,204.04,435561.9986,296216.1773,18.09056645,50.52946112
770.000,204.0141,435562.4288,296217.0801,18.09057236,50.52946929
771.000,204.0242,435562.8575,296217.9835,18.09057826,50.52947746
772.000,204.0003,435563.2847,296218.8876,18.09058413,50.52948564
773.000,204.0041,435563.71,296219.7927,18.09058998,50.52949383
774.000,203.9952,435564.1369,296220.697,18.09059584,50.52950201
775.000,203.9831,435564.5657,296221.6004,18.09060174,50.52951019
776.000,203.9762,435564.9949,296222.5036,18.09060764,50.52951836
777.000,203.9532,435565.4247,296223.4065,18.09061355,50.52952653
778.000,203.9662,435565.854,296224.3097,18.09061945,50.5295347
779.000,203.9469,435566.2828,296225.2131,18.09062534,50.52954287
780.000,203.9371,435566.7087,296226.1178,18.0906312,50.52955105
781.000,203.9375,435567.1327,296227.0235,18.09063702,50.52955925
782.000,203.9241,435567.5574,296227.9288,18.09064286,50.52956744
783.000,203.9004,435567.9826,296228.834,18.0906487,50.52957563
784.000,203.8859,435568.4086,296229.7386,18.09065456,50.52958381
785.000,203.8915,435568.8351,296230.6431,18.09066042,50.52959199
786.000,203.8749,435569.2583,296231.5492,18.09066624,50.52960019
787.000,203.8598,435569.6802,296232.4558,18.09067203,50.52960839
788.000,203.853,435570.1016,296233.3627,18.09067782,50.5296166
789.000,203.84,435570.5228,296234.2696,18.09068361,50.5296248
790.000,203.86,435570.9445,296235.1764,18.0906894,50.529633
791.000,203.8257,435571.3662,296236.0831,18.0906952,50.5296412
792.000,203.8252,435571.7883,296236.9897,18.090701,50.52964941
793.000,203.8066,435572.2104,296237.8963,18.0907068,50.52965761
794.000,203.8046,435572.63,296238.8039,18.09071256,50.52966582
795.000,203.7936,435573.0494,296239.7117,18.09071832,50.52967403
796.000,203.7746,435573.4717,296240.6182,18.09072413,50.52968223
797.000,203.7787,435573.8941,296241.5246,18.09072993,50.52969043
798.000,203.7724,435574.3155,296242.4315,18.09073572,50.52969863
799.000,203.7317,435574.7368,296243.3384,18.09074151,50.52970684
800.000,203.749,435575.1543,296244.2471,18.09074724,50.52971505
801.000,203.7362,435575.5719,296245.1557,18.09075298,50.52972327
802.000,203.7182,435575.9889,296246.0646,18.09075871,50.52973149
803.000,203.71,435576.4062,296246.9734,18.09076444,50.52973972
804.000,203.6949,435576.8257,296247.8811,18.0907702,50.52974793
805.000,203.6959,435577.2444,296248.7893,18.09077595,50.52975614
806.000,203.6913,435577.659,296249.6993,18.09078165,50.52976437
807.000,203.68,435578.0733,296250.6094,18.09078733,50.5297726
808.000,203.6554,435578.4867,296251.52,18.09079301,50.52978084
809.000,203.6779,435578.9002,296252.4305,18.09079869,50.52978908
810.000,203.66,435579.3141,296253.3408,18.09080437,50.52979731
811.000,203.6391,435579.7276,296254.2513,18.09081005,50.52980554
812.000,203.6248,435580.1401,296255.1622,18.09081571,50.52981378
813.000,203.6277,435580.5515,296256.0737,18.09082136,50.52982203
814.000,203.6,435580.961,296256.986,18.09082698,50.52983028
815.000,203.5925,435581.3702,296257.8985,18.0908326,50.52983853
816.000,203.5963,435581.779,296258.8111,18.09083821,50.52984679
817.000,203.5831,435582.187,296259.7241,18.09084381,50.52985504
818.000,203.5854,435582.5941,296260.6375,18.0908494,50.5298633
819.000,203.5667,435583.0005,296261.5512,18.09085497,50.52987157
820.000,203.5482,435583.4062,296262.4651,18.09086054,50.52987983
821.000,203.54,435583.8124,296263.3789,18.09086611,50.5298881
822.000,203.5387,435584.219,296264.2926,18.09087169,50.52989636
823.000,203.5273,435584.6229,296265.2073,18.09087724,50.52990463
824.000,203.5217,435585.0253,296266.1228,18.09088276,50.52991291
825.000,203.5182,435585.43,296267.0373,18.09088831,50.52992118
826.000,203.487,435585.8357,296267.9513,18.09089388,50.52992945
827.000,203.4987,435586.2388,296268.8664,18.09089941,50.52993772
828.000,203.4818,435586.6409,296269.782,18.09090492,50.529946
829.000,203.4874,435587.0427,296270.6977,18.09091043,50.52995428
830.000,203.4523,435587.4444,296271.6135,18.09091594,50.52996256
831.000,203.4549,435587.8456,296272.5295,18.09092145,50.52997085
832.000,203.4353,435588.2466,296273.4456,18.09092695,50.52997913
833.000,203.4306,435588.6465,296274.3621,18.09093243,50.52998742
834.000,203.43,435589.0462,296275.2788,18.09093791,50.52999571
835.000,203.43,435589.4504,296276.1935,18.09094346,50.53000398
836.000,203.416,435589.8549,296277.108,18.09094901,50.53001225
837.000,203.4093,435590.2582,296278.0231,18.09095454,50.53002053
838.000,203.3796,435590.6618,296278.938,18.09096008,50.5300288
839.000,203.3701,435591.0713,296279.8503,18.0909657,50.53003705
840.000,203.3798,435591.4809,296280.7626,18.09097132,50.5300453
841.000,203.3841,435591.8907,296281.6748,18.09097695,50.53005355
842.000,203.349,435592.301,296282.5867,18.09098258,50.5300618
843.000,203.3544,435592.7141,296283.4974,18.09098825,50.53007004
844.000,203.3371,435593.128,296284.4077,18.09099394,50.53007827
845.000,203.349,435593.5451,296285.3166,18.09099967,50.53008649
846.000,203.3314,435593.9629,296286.2251,18.0910054,50.53009471
847.000,203.3135,435594.3823,296287.1329,18.09101117,50.53010292
848.000,203.3159,435594.8026,296288.0403,18.09101694,50.53011113
849.000,203.31,435595.2246,296288.9469,18.09102274,50.53011933
850.000,203.2995,435595.6488,296289.8524,18.09102857,50.53012752
851.000,203.2901,435596.0765,296290.7564,18.09103445,50.5301357
852.000,203.2845,435596.5098,296291.6576,18.09104041,50.53014386
853.000,203.2651,435596.9494,296292.5558,18.09104645,50.53015198
854.000,203.279,435597.3959,296293.4506,18.0910526,50.53016008
855.000,203.256,435597.8481,296294.3424,18.09105883,50.53016815
856.000,203.2743,435598.3114,296295.2286,18.09106521,50.53017617
857.000,203.2652,435598.7816,296296.1112,18.0910717,50.53018417
858.000,203.2571,435599.2657,296296.9861,18.09107838,50.53019209
859.000,203.2519,435599.7559,296297.8577,18.09108514,50.53019998
860.000,203.2331,435600.2669,296298.7172,18.09109221,50.53020777
861.000,203.2633,435600.7841,296299.5731,18.09109936,50.53021552
862.000,203.2324,435601.3291,296300.4114,18.0911069,50.53022313
863.000,203.2273,435601.8784,296301.247,18.09111451,50.5302307
864.000,203.2477,435602.4491,296302.0682,18.09112242,50.53023815
865.000,203.2221,435603.0228,296302.8871,18.09113038,50.53024558
866.000,203.2032,435603.63,296303.6817,18.09113881,50.53025279
867.000,203.223,435604.2434,296304.4713,18.09114733,50.53025996
868.000,203.2151,435604.8886,296305.2353,18.0911563,50.53026691
869.000,203.2242,435605.5428,296305.9914,18.0911654,50.53027378
870.000,203.2116,435606.2215,296306.7258,18.09117485,50.53028046
871.000,203.2138,435606.9169,296307.4438,18.09118454,50.530287
872.000,203.2088,435607.6385,296308.1361,18.0911946,50.5302933
873.000,203.1953,435608.3754,296308.8118,18.09120489,50.53029946
874.000,203.1887,435609.127,296309.4714,18.09121538,50.53030548
875.000,203.19,435609.9034,296310.1009,18.09122623,50.53031122
876.000,203.1967,435610.6941,296310.7131,18.09123728,50.53031682
877.000,203.1851,435611.5146,296311.2841,18.09124876,50.53032204
878.000,203.2147,435612.3442,296311.8424,18.09126037,50.53032716
879.000,203.2083,435613.1997,296312.3599,18.09127235,50.53033191
880.000,203.1929,435614.0593,296312.8708,18.09128439,50.5303366
881.000,203.1855,435614.9474,296313.3305,18.09129685,50.53034083
882.000,203.2011,435615.8403,296313.7799,18.09130937,50.53034497
883.000,203.1769,435616.7578,296314.1777,18.09132225,50.53034865
884.000,203.1771,435617.683,296314.556,18.09133524,50.53035215
885.000,203.1727,435618.6255,296314.8901,18.09134848,50.53035526
886.000,203.1983,435619.5771,296315.1957,18.09136186,50.53035812
887.000,203.1688,435620.5397,296315.4665,18.09137539,50.53036066
888.000,203.1711,435621.5115,296315.7006,18.09138907,50.53036287
889.000,203.1833,435622.4894,296315.9095,18.09140283,50.53036486
890.000,203.1839,435623.4761,296316.0693,18.09141673,50.5303664
891.000,203.1942,435624.4659,296316.2113,18.09143067,50.53036779
892.000,203.1972,435625.462,296316.2976,18.09144471,50.53036868
893.000,203.2096,435626.459,296316.3745,18.09145877,50.53036948
894.000,203.1981,435627.4588,296316.3921,18.09147287,50.53036975
895.000,203.2009,435628.4586,296316.4002,18.09148698,50.53036993
896.000,203.2202,435629.4578,296316.3602,18.09150109,50.53036968
897.000,203.23,435630.4553,296316.2981,18.09151518,50.53036923
898.000,203.206,435631.4492,296316.1878,18.09152922,50.53036835
899.000,203.2285,435632.4393,296316.0504,18.09154322,50.53036722
900.000,203.2354,435633.4249,296315.8814,18.09155715,50.53036581
901.000,203.2385,435634.4037,296315.6784,18.091571,50.53036409
902.000,203.2466,435635.3779,296315.453,18.09158479,50.53036217
903.000,203.2511,435636.3418,296315.1876,18.09159844,50.53035989
904.000,203.2983,435637.3019,296314.9082,18.09161203,50.53035748
905.000,203.2781,435638.2463,296314.5798,18.09162542,50.53035463
906.000,203.2686,435639.1882,296314.244,18.09163877,50.53035172
907.000,203.2534,435640.1127,296313.8629,18.09165188,50.53034839
908.000,203.2655,435641.035,296313.4766,18.09166496,50.53034502
909.000,203.2785,435641.9419,296313.0553,18.09167783,50.53034133
910.000,203.3047,435642.8423,296312.621,18.09169061,50.53033752
911.000,203.3092,435643.7243,296312.1497,18.09170314,50.53033338
912.000,203.31,435644.598,296311.6637,18.09171555,50.5303291
913.000,203.3,435645.4583,296311.1538,18.09172778,50.53032461
914.000,203.3155,435646.3066,296310.6248,18.09173984,50.53031995
915.000,203.3294,435647.1429,296310.0765,18.09175174,50.53031511
916.000,203.34,435647.9651,296309.5078,18.09176344,50.53031008
917.000,203.3273,435648.7787,296308.9263,18.09177502,50.53030494
918.000,203.3647,435649.5757,296308.3226,18.09178637,50.5302996
919.000,203.3629,435650.3663,296307.7103,18.09179764,50.53029418
920.000,203.3586,435651.1362,296307.0723,18.09180861,50.53028852
921.000,203.3675,435651.9018,296306.4289,18.09181953,50.53028282
922.000,203.3811,435652.6483,296305.7636,18.09183018,50.53027692
923.000,203.3787,435653.3927,296305.0959,18.0918408,50.53027099
924.000,203.3914,435654.1155,296304.4048,18.09185112,50.53026486
925.000,203.4062,435654.8352,296303.7106,18.09186139,50.53025869
926.000,203.3817,435655.5328,296302.9942,18.09187136,50.53025233
927.000,203.3993,435656.2274,296302.2748,18.09188129,50.53024593
928.000,203.4123,435656.9105,296301.5445,18.09189105,50.53023944
929.000,203.4261,435657.5893,296300.8102,18.09190076,50.53023291
930.000,203.4147,435658.2577,296300.0664,18.09191032,50.53022629
931.000,203.4267,435658.9229,296299.3198,18.09191983,50.53021965
932.000,203.4476,435659.5828,296298.5684,18.09192928,50.53021296
933.000,203.4561,435660.2359,296297.8112,18.09193862,50.53020622
934.000,203.466,435660.8804,296297.0466,18.09194785,50.53019942
935.000,203.4667,435661.516,296296.2747,18.09195695,50.53019254
936.000,203.4652,435662.1431,296295.4957,18.09196594,50.53018561
937.000,203.4822,435662.7725,296294.7187,18.09197495,50.53017869
938.000,203.4644,435663.4037,296293.943,18.09198399,50.53017178
939.000,203.5142,435664.0312,296293.1644,18.09199298,50.53016484
940.000,203.5068,435664.6567,296292.3842,18.09200194,50.53015789
941.000,203.52,435665.2804,296291.6026,18.09201088,50.53015093
942.000,203.5164,435665.9035,296290.8204,18.09201981,50.53014397
943.000,203.54,435666.5239,296290.0361,18.0920287,50.53013698
944.000,203.534,435667.1435,296289.2512,18.09203758,50.53012999
945.000,203.5671,435667.7582,296288.4625,18.09204639,50.53012296
946.000,203.5668,435668.372,296287.673,18.09205519,50.53011593
947.000,203.5742,435668.986,296286.8836,18.09206399,50.53010889
948.000,203.5891,435669.5999,296286.0943,18.09207279,50.53010186
949.000,203.597,435670.2164,296285.3069,18.09208162,50.53009485
950.000,203.5919,435670.8329,296284.5196,18.09209046,50.53008783
951.000,203.5984,435671.4466,296283.7301,18.09209926,50.5300808
952.000,203.6128,435672.0602,296282.9404,18.09210805,50.53007376
953.000,203.6056,435672.6708,296282.1485,18.0921168,50.53006671
954.000,203.6236,435673.2817,296281.3568,18.09212556,50.53005965
955.000,203.6509,435673.8937,296280.5659,18.09213433,50.53005261
956.000,203.6559,435674.5046,296279.7742,18.09214309,50.53004555
957.000,203.6624,435675.1112,296278.9792,18.09215179,50.53003847
958.000,203.6692,435675.7195,296278.1855,18.09216051,50.5300314
959.000,203.6778,435676.3327,296277.3956,18.0921693,50.53002436
960.000,203.6958,435676.9435,296276.6038,18.09217806,50.53001731
961.000,203.6838,435677.5491,296275.808,18.09218674,50.53001021
962.000,203.7037,435678.1519,296275.0102,18.09219538,50.5300031
963.000,203.7107,435678.7501,296274.2088,18.09220396,50.52999596
964.000,203.6994,435679.3487,296273.4078,18.09221255,50.52998882
965.000,203.7026,435679.948,296272.6073,18.09222114,50.52998169
966.000,203.7262,435680.5465,296271.8061,18.09222973,50.52997455
967.000,203.7324,435681.1441,296271.0043,18.0922383,50.5299674
968.000,203.7488,435681.7393,296270.2008,18.09224684,50.52996024
969.000,203.7534,435682.3326,296269.3958,18.09225535,50.52995306
970.000,203.779,435682.9286,296268.5928,18.0922639,50.52994591
971.000,203.7717,435683.5264,296267.7912,18.09227247,50.52993876
972.000,203.7657,435684.122,296266.9879,18.09228102,50.5299316
973.000,203.77,435684.7163,296266.1836,18.09228954,50.52992443
974.000,203.7814,435685.3085,296265.3779,18.09229804,50.52991725
975.000,203.7943,435685.8998,296264.5714,18.09230652,50.52991006
976.000,203.7858,435686.4927,296263.7661,18.09231503,50.52990288
977.000,203.8248,435687.0862,296262.9613,18.09232354,50.52989571
978.000,203.7966,435687.6781,296262.1553,18.09233203,50.52988852
979.000,203.8338,435688.2696,296261.349,18.09234052,50.52988134
980.000,203.83,435688.8653,296260.5458,18.09234906,50.52987418
981.000,203.8411,435689.4618,296259.7432,18.09235762,50.52986702
982.000,203.8536,435690.0551,296258.9382,18.09236613,50.52985985
983.000,203.8576,435690.6479,296258.1328,18.09237463,50.52985267
984.000,203.8797,435691.24,296257.3269,18.09238313,50.52984549
985.000,203.8649,435691.832,296256.521,18.09239162,50.5298383
986.000,203.8813,435692.4266,296255.717,18.09240015,50.52983114
987.000,203.8891,435693.0212,296254.913,18.09240868,50.52982397
988.000,203.8955,435693.6154,296254.1086,18.0924172,50.5298168
989.000,203.919,435694.2095,296253.3043,18.09242573,50.52980963
990.000,203.9268,435694.8032,296252.4996,18.09243424,50.52980246
991.000,203.9288,435695.3966,296251.6947,18.09244276,50.52979528
992.000,203.94,435695.9888,296250.8889,18.09245125,50.5297881
993.000,203.96,435696.5812,296250.0833,18.09245975,50.52978092
994.000,203.951,435697.1749,296249.2785,18.09246827,50.52977375
995.000,203.9737,435697.7685,296248.4738,18.09247678,50.52976657
996.000,203.981,435698.3622,296247.6691,18.0924853,50.5297594
997.000,203.971,435698.9551,296246.8638,18.09249381,50.52975222
998.000,204.002,435699.5462,296246.0572,18.09250229,50.52974503
999.000,203.9996,435700.1393,296245.2521,18.0925108,50.52973785
1000.000,204.0103,435700.7363,296244.4499,18.09251936,50.5297307
1001.000,204.0276,435701.331,296243.6459,18.09252789,50.52972354
1002.000,204.02,435701.9217,296242.8391,18.09253636,50.52971635
1003.000,204.0397,435702.5133,296242.0328,18.09254485,50.52970916
1004.000,204.0427,435703.1057,296241.2272,18.09255335,50.52970198
1005.000,204.04,435703.7004,296240.4232,18.09256188,50.52969481
1006.000,204.0588,435704.2973,296239.6209,18.09257044,50.52968766
1007.000,204.0806,435704.8946,296238.8189,18.09257901,50.52968051
1008.000,204.0711,435705.4922,296238.0171,18.09258758,50.52967337
1009.000,204.08,435706.086,296237.2125,18.0925961,50.52966619
1010.000,204.1059,435706.6772,296236.4059,18.09260458,50.529659
1011.000,204.1028,435707.2709,296235.6013,18.0926131,50.52965183
1012.000,204.1274,435707.8661,296234.7977,18.09262164,50.52964467
1013.000,204.1277,435708.4665,296233.998,18.09263025,50.52963754
1014.000,204.15,435709.0693,296233.2001,18.09263889,50.52963043
1015.000,204.145,435709.6728,296232.4028,18.09264754,50.52962333
1016.000,204.1571,435710.2766,296231.6056,18.0926562,50.52961622
1017.000,204.1601,435710.883,296230.8105,18.0926649,50.52960914
1018.000,204.1948,435711.49,296230.0158,18.0926736,50.52960206
1019.000,204.1865,435712.1023,296229.2252,18.09268238,50.52959501
1020.000,204.2067,435712.7156,296228.4353,18.09269117,50.52958797
1021.000,204.1969,435713.338,296227.6526,18.09270008,50.529581
1022.000,204.2309,435713.9615,296226.8708,18.09270902,50.52957404
1023.000,204.2495,435714.5939,296226.0962,18.09271808,50.52956714
1024.000,204.2423,435715.2269,296225.322,18.09272714,50.52956025
1025.000,204.2522,435715.8671,296224.5538,18.09273631,50.52955341
1026.000,204.2624,435716.5078,296223.786,18.09274548,50.52954657
1027.000,204.2699,435717.1639,296223.0313,18.09275487,50.52953986
1028.000,204.28,435717.8205,296222.2771,18.09276427,50.52953314
1029.000,204.2929,435718.4843,296221.5292,18.09277376,50.52952649
1030.000,204.3109,435719.1495,296220.7825,18.09278328,50.52951985
1031.000,204.3151,435719.8268,296220.0468,18.09279296,50.5295133
1032.000,204.3372,435720.5053,296219.3122,18.09280266,50.52950677
1033.000,204.3228,435721.1907,296218.5841,18.09281246,50.5295003
1034.000,204.3442,435721.8802,296217.8599,18.09282232,50.52949386
1035.000,204.35,435722.5876,296217.153,18.09283242,50.52948758
1036.000,204.3549,435723.2988,296216.4501,18.09284258,50.52948133
1037.000,204.3656,435724.0237,296215.7614,18.09285293,50.52947522
1038.000,204.3721,435724.7529,296215.0771,18.09286333,50.52946914
1039.000,204.3922,435725.4945,296214.4063,18.09287392,50.52946319
1040.000,204.4,435726.2411,296213.741,18.09288457,50.52945729
1041.000,204.4056,435727.0003,296213.0902,18.09289539,50.52945152
1042.000,204.3987,435727.7655,296212.4465,18.0929063,50.52944581
1043.000,204.4153,435728.544,296211.819,18.09291739,50.52944025
1044.000,204.4165,435729.3295,296211.2003,18.09292859,50.52943478
1045.000,204.4547,435730.1297,296210.6006,18.09293998,50.52942947
1046.000,204.4624,435730.9351,296210.0079,18.09295145,50.52942423
1047.000,204.446,435731.7504,296209.4289,18.09296305,50.52941911
1048.000,204.4695,435732.5716,296208.8585,18.09297474,50.52941407
1049.000,204.4566,435733.403,296208.3028,18.09298657,50.52940916
1050.000,204.4676,435734.2438,296207.7619,18.09299853,50.52940439
1051.000,204.4711,435735.0999,296207.245,18.0930107,50.52939983
1052.000,204.48,435735.9635,296206.7413,18.09302297,50.5293954
1053.000,204.5031,435736.8385,296206.257,18.0930354,50.52939114
1054.000,204.4907,435737.7202,296205.7857,18.09304792,50.52938699
1055.000,204.4906,435738.6119,296205.3329,18.09306059,50.52938302
1056.000,204.4924,435739.5125,296204.8991,18.09307337,50.52937922
1057.000,204.5044,435740.4255,296204.4911,18.09308632,50.52937565
1058.000,204.5065,435741.3451,296204.0986,18.09309937,50.52937222
1059.000,204.5262,435742.2736,296203.7274,18.09311253,50.52936898
1060.000,204.51,435743.2087,296203.3736,18.09312579,50.5293659
1061.000,204.5482,435744.1528,296203.0441,18.09313917,50.52936304
1062.000,204.527,435745.1038,296202.736,18.09315264,50.52936037
1063.000,204.5447,435746.0642,296202.4575,18.09316624,50.52935798
1064.000,204.5319,435747.0294,296202.1968,18.09317991,50.52935574
1065.000,204.5232,435748.0016,296201.9626,18.09319367,50.52935374
1066.000,204.5324,435748.9779,296201.7475,18.09320748,50.52935191
1067.000,204.5401,435749.9604,296201.5611,18.09322138,50.52935034
1068.000,204.5382,435750.9463,296201.3964,18.09323532,50.52934897
1069.000,204.5328,435751.9378,296201.2663,18.09324933,50.52934791
1070.000,204.5473,435752.9313,296201.1547,18.09326337,50.52934701
1071.000,204.5463,435753.928,296201.0739,18.09327745,50.52934639
1072.000,204.5605,435754.9257,296201.0105,18.09329154,50.52934593
1073.000,204.54,435755.9252,296200.9788,18.09330565,50.52934576
1074.000,204.5526,435756.9248,296200.9649,18.09331976,50.52934574
1075.000,204.5596,435757.9246,296200.9859,18.09333386,50.52934604
1076.000,204.5405,435758.9236,296201.0239,18.09334796,50.52934649
1077.000,204.5632,435759.9208,296201.0986,18.09336201,50.52934727
1078.000,204.5737,435760.9164,296201.1886,18.09337605,50.52934819
1079.000,204.5477,435761.9085,296201.3143,18.09339003,50.52934943
1080.000,204.5262,435762.8984,296201.4541,18.09340397,50.5293508
1081.000,204.5026,435763.8827,296201.6305,18.09341783,50.52935249
1082.000,204.5882,435764.8636,296201.8233,18.09343164,50.52935434
1083.000,204.5626,435765.8342,296202.0638,18.09344529,50.52935661
1084.000,204.5441,435766.8011,296202.3176,18.09345889,50.529359
1085.000,204.525,435767.7562,296202.6142,18.09347232,50.52936177
1086.000,204.5567,435768.7073,296202.9219,18.09348569,50.52936464
1087.000,204.5692,435769.6428,296203.2753,18.09349883,50.52936792
1088.000,204.568,435770.5743,296203.6384,18.09351191,50.52937129
1089.000,204.5446,435771.4867,296204.0477,18.09352472,50.52937507
1090.000,204.5308,435772.3948,296204.4657,18.09353746,50.52937893
1091.000,204.5673,435773.2786,296204.9335,18.09354985,50.52938324
1092.000,204.5575,435774.1593,296205.407,18.0935622,50.52938759
1093.000,204.5334,435775.0161,296205.9226,18.0935742,50.52939232
1094.000,204.5302,435775.87,296206.4427,18.09358616,50.5293971
1095.000,204.5477,435776.6958,296207.0067,18.09359771,50.52940226
1096.000,204.5694,435777.5195,296207.5735,18.09360924,50.52940745
1097.000,204.5415,435778.3137,296208.1813,18.09362034,50.529413
1098.000,204.5425,435779.1066,296208.7906,18.09363143,50.52941857
1099.000,204.5369,435779.8676,296209.4393,18.09364205,50.52942449
1100.000,204.5238,435780.628,296210.0887,18.09365267,50.52943041
1101.000,204.5392,435781.3582,296210.7719,18.09366286,50.52943664
1102.000,204.5413,435782.0884,296211.4551,18.09367305,50.52944286
1103.000,204.5227,435782.7846,296212.173,18.09368275,50.5294494
1104.000,204.5272,435783.4807,296212.8909,18.09369245,50.52945593
1105.000,204.5413,435784.1397,296213.6431,18.09370161,50.52946277
1106.000,204.5345,435784.798,296214.3958,18.09371077,50.52946961
1107.000,204.5133,435785.4188,296215.1797,18.0937194,50.52947673
1108.000,204.5339,435786.0381,296215.9649,18.093728,50.52948386
1109.000,204.53,435786.6266,296216.7733,18.09373617,50.5294912
1110.000,204.5187,435787.213,296217.5833,18.0937443,50.52949855
1111.000,204.5486,435787.7656,296218.4167,18.09375196,50.52950611
1112.000,204.5321,435788.3156,296219.2519,18.09375958,50.52951368
1113.000,204.5423,435788.8518,296220.0959,18.093767,50.52952133
1114.000,204.53,435789.3868,296220.9408,18.0937744,50.52952899
1115.000,204.5266,435789.9109,296221.7924,18.09378165,50.52953671
1116.000,204.5331,435790.4342,296222.6446,18.09378889,50.52954443
1117.000,204.54,435790.9328,296223.5114,18.09379577,50.52955228
1118.000,204.5099,435791.4294,296224.3794,18.09380263,50.52956014
1119.000,204.5068,435791.9142,296225.254,18.09380932,50.52956806
1120.000,204.5269,435792.3981,296226.1291,18.093816,50.52957599
1121.000,204.4924,435792.8687,296227.0115,18.09382249,50.52958398
1122.000,204.4831,435793.3382,296227.8944,18.09382896,50.52959197
1123.000,204.5,435793.7923,296228.7853,18.09383522,50.52960003
1124.000,204.4969,435794.2453,296229.6768,18.09384146,50.5296081
1125.000,204.5007,435794.6946,296230.5702,18.09384764,50.52961619
1126.000,204.4877,435795.1437,296231.4637,18.09385383,50.52962427
1127.000,204.5,435795.5861,296232.3605,18.09385992,50.52963239
1128.000,204.4915,435796.0283,296233.2574,18.093866,50.5296405
1129.000,204.5056,435796.4594,296234.1597,18.09387193,50.52964867
1130.000,204.4905,435796.8901,296235.0622,18.09387785,50.52965683
1131.000,204.4787,435797.3173,296235.9664,18.09388372,50.52966501
1132.000,204.4748,435797.7443,296236.8706,18.09388959,50.52967319
1133.000,204.4905,435798.1657,296237.7775,18.09389538,50.5296814
1134.000,204.4855,435798.5872,296238.6843,18.09390118,50.5296896
1135.000,204.4744,435799.013,296239.5892,18.09390703,50.52969778
1136.000,204.4737,435799.4385,296240.4941,18.09391288,50.52970597
1137.000,204.4742,435799.8601,296241.4009,18.09391867,50.52971417
1138.000,204.4681,435800.2815,296242.3078,18.09392446,50.52972238
1139.000,204.4702,435800.7005,296243.2158,18.09393022,50.52973059
1140.000,204.4734,435801.1204,296244.1233,18.09393599,50.5297388
1141.000,204.4733,435801.5467,296245.0279,18.09394185,50.52974698
1142.000,204.4534,435801.9751,296245.9314,18.09394774,50.52975516
1143.000,204.4709,435802.4142,296246.8299,18.09395378,50.52976329
1144.000,204.46,435802.8577,296247.7261,18.09395988,50.5297714
