Distance from Lap Line (m),Elevation (m),UTMX,UTMY,LongX,LatY
1145.000,204.4775,435803.3179,296248.6139,18.09396622,50.52977943
1146.000,204.4848,435803.7821,296249.4996,18.09397262,50.52978745
1147.000,204.4679,435804.2578,296250.3793,18.09397918,50.52979542
1148.000,204.4445,435804.7446,296251.2526,18.0939859,50.52980332
1149.000,204.4672,435805.2544,296252.1129,18.09399295,50.52981112
1150.000,204.4524,435805.7783,296252.9644,18.09400019,50.52981883
1151.000,204.4488,435806.3243,296253.8021,18.09400775,50.52982643
1152.000,204.4664,435806.8874,296254.6283,18.09401556,50.52983392
1153.000,204.4343,435807.4691,296255.4417,18.09402363,50.5298413
1154.000,204.4472,435808.0723,296256.2389,18.094032,50.52984854
1155.000,204.4398,435808.6918,296257.0239,18.09404061,50.52985567
1156.000,204.4287,435809.3398,296257.7851,18.09404962,50.52986259
1157.000,204.4231,435810.0027,296258.5338,18.09405885,50.52986939
1158.000,204.4272,435810.7054,296259.2446,18.09406864,50.52987586
1159.000,204.4227,435811.4206,296259.9435,18.09407861,50.52988223
1160.000,204.4165,435812.1746,296260.6001,18.09408914,50.52988822
1161.000,204.446,435812.9342,296261.2504,18.09409975,50.52989415
1162.000,204.4386,435813.7356,296261.8485,18.09411095,50.52989962
1163.000,204.4173,435814.5439,296262.4365,18.09412226,50.529905
1164.000,204.4465,435815.3921,296262.9663,18.09413414,50.52990986
1165.000,204.4596,435816.2516,296263.4761,18.09414618,50.52991454
1166.000,204.4351,435817.14,296263.9352,18.09415863,50.52991876
1167.000,204.4453,435818.0421,296264.365,18.09417129,50.52992273
1168.000,204.4571,435818.9624,296264.7564,18.09418421,50.52992635
1169.000,204.4634,435819.9,296265.1017,18.09419738,50.52992956
1170.000,204.4559,435820.8499,296265.4141,18.09421073,50.52993247
1171.000,204.4628,435821.8172,296265.6648,18.09422434,50.52993483
1172.000,204.5002,435822.7906,296265.8939,18.09423804,50.529937
1173.000,204.4711,435823.7778,296266.052,18.09425194,50.52993853
1174.000,204.5118,435824.767,296266.1967,18.09426587,50.52993994
1175.000,204.5132,435825.7646,296266.2656,18.09427994,50.52994067
1176.000,204.5131,435826.7625,296266.3061,18.09429401,50.52994114
1177.000,204.5028,435827.7612,296266.2542,18.09430812,50.52994079
1178.000,204.5517,435828.7598,296266.2023,18.09432222,50.52994043
1179.000,204.5524,435829.7585,296266.1504,18.09433632,50.52994007
1180.000,204.5232,435830.7499,296266.0329,18.09435033,50.52993912
1181.000,204.5306,435831.7362,296265.8679,18.09436428,50.52993775
1182.000,204.57,435832.7115,296265.6491,18.09437808,50.52993589
1183.000,204.5584,435833.6829,296265.4116,18.09439183,50.52993386
1184.000,204.6011,435834.6387,296265.1184,18.09440536,50.52993133
1185.000,204.6031,435835.592,296264.8165,18.09441887,50.52992871
1186.000,204.602,435836.5282,296264.4652,18.09443214,50.52992566
1187.000,204.6233,435837.4619,296264.1074,18.09444538,50.52992254
1188.000,204.6274,435838.3847,296263.7221,18.09445847,50.52991918
1189.000,204.6598,435839.3002,296263.3205,18.09447146,50.52991567
1190.000,204.64,435840.2003,296262.885,18.09448423,50.52991185
1191.000,204.6968,435841.0975,296262.4433,18.09449697,50.52990797
1192.000,204.6734,435841.9908,296261.9939,18.09450965,50.52990403
1193.000,204.6871,435842.8761,296261.5291,18.09452223,50.52989994
1194.000,204.7018,435843.7546,296261.0514,18.0945347,50.52989574
1195.000,204.6882,435844.6278,296260.5641,18.09454711,50.52989146
1196.000,204.6882,435845.4982,296260.0717,18.09455948,50.52988712
1197.000,204.7122,435846.3624,296259.5686,18.09457176,50.52988269
1198.000,204.7511,435847.2243,296259.0616,18.09458401,50.52987823
1199.000,204.7638,435848.0806,296258.5451,18.09459618,50.52987368
1200.000,204.7604,435848.9356,296258.0265,18.09460834,50.5298691
1201.000,204.7812,435849.7856,296257.4997,18.09462042,50.52986446
1202.000,204.7552,435850.6351,296256.9721,18.0946325,50.52985981
1203.000,204.7855,435851.48,296256.4372,18.09464452,50.52985509
1204.000,204.7898,435852.3246,296255.9019,18.09465653,50.52985037
1205.000,204.8303,435853.1667,296255.3624,18.0946685,50.52984561
1206.000,204.8158,435854.0085,296254.8227,18.09468048,50.52984084
1207.000,204.83,435854.849,296254.2809,18.09469243,50.52983606
1208.000,204.8499,435855.6891,296253.7384,18.09470438,50.52983127
1209.000,204.8451,435856.5267,296253.1921,18.09471629,50.52982645
1210.000,204.8577,435857.3637,296252.645,18.0947282,50.52982162
1211.000,204.8529,435858.1984,296252.0943,18.09474007,50.52981676
1212.000,204.863,435859.0326,296251.5428,18.09475194,50.52981189
1213.000,204.8604,435859.865,296250.9887,18.09476378,50.529807
1214.000,204.8822,435860.6972,296250.4341,18.09477562,50.5298021
1215.000,204.91,435861.5287,296249.8786,18.09478745,50.5297972
1216.000,204.904,435862.3594,296249.322,18.09479927,50.52979228
1217.000,204.9043,435863.1888,296248.7633,18.09481107,50.52978735
1218.000,204.9136,435864.0186,296248.2052,18.09482287,50.52978242
1219.000,204.9374,435864.849,296247.6481,18.09483469,50.5297775
1220.000,204.9279,435865.6784,296247.0893,18.09484649,50.52977256
1221.000,204.9203,435866.5063,296246.5286,18.09485827,50.52976761
1222.000,204.9507,435867.3334,296245.9665,18.09487003,50.52976265
1223.000,204.9427,435868.1594,296245.4028,18.09488179,50.52975767
1224.000,204.95,435868.9844,296244.8377,18.09489353,50.52975267
1225.000,204.9796,435869.8084,296244.271,18.09490525,50.52974767
1226.000,204.99,435870.6331,296243.7054,18.09491699,50.52974267
1227.000,204.97,435871.4584,296243.1407,18.09492873,50.52973768
1228.000,204.9673,435872.2822,296242.5739,18.09494045,50.52973267
1229.000,205.0036,435873.1049,296242.0055,18.09495216,50.52972765
1230.000,204.98,435873.9302,296241.4407,18.0949639,50.52972266
1231.000,205.009,435874.7569,296240.8782,18.09497567,50.52971769
1232.000,205.01,435875.5825,296240.3138,18.09498741,50.52971271
1233.000,205.0043,435876.4074,296239.7485,18.09499915,50.52970771
1234.000,205.0109,435877.2322,296239.1831,18.09501089,50.52970272
1235.000,205.0088,435878.057,296238.6177,18.09502263,50.52969772
1236.000,205.029,435878.8847,296238.0566,18.0950344,50.52969276
1237.000,205.0379,435879.7137,296237.4973,18.0950462,50.52968782
1238.000,205.04,435880.5394,296236.9332,18.09505795,50.52968284
1239.000,205.0336,435881.3639,296236.3674,18.09506968,50.52967784
1240.000,205.0489,435882.1895,296235.8031,18.09508143,50.52967286
1241.000,205.0504,435883.0154,296235.2392,18.09509318,50.52966788
1242.000,205.0814,435883.8434,296234.6785,18.09510496,50.52966292
1243.000,205.0616,435884.672,296234.1187,18.09511675,50.52965798
1244.000,205.0692,435885.4977,296233.5547,18.0951285,50.529653
1245.000,205.0616,435886.3229,296232.9898,18.09514024,50.52964801
1246.000,205.0727,435887.1471,296232.4235,18.09515197,50.529643
1247.000,205.077,435887.9711,296231.8569,18.09516369,50.529638
1248.000,205.0932,435888.7937,296231.2883,18.0951754,50.52963297
1249.000,205.1,435889.6162,296230.7195,18.0951871,50.52962795
1250.000,205.1027,435890.442,296230.1555,18.09519885,50.52962296
1251.000,205.0753,435891.268,296229.5919,18.09521061,50.52961798
1252.000,205.0941,435892.0937,296229.0278,18.09522235,50.529613
1253.000,205.1007,435892.9194,296228.4637,18.0952341,50.52960802
1254.000,205.1086,435893.7417,296227.8946,18.0952458,50.52960299
1255.000,205.1112,435894.5641,296227.3256,18.09525751,50.52959796
1256.000,205.112,435895.3889,296226.7603,18.09526924,50.52959297
1257.000,205.1364,435896.2136,296226.1947,18.09528098,50.52958797
1258.000,205.1189,435897.0361,296225.6259,18.09529268,50.52958294
1259.000,205.1306,435897.8586,296225.0572,18.09530439,50.52957792
1260.000,205.1282,435898.6819,296224.4896,18.0953161,50.5295729
1261.000,205.14,435899.5051,296223.9218,18.09532782,50.52956789
1262.000,205.1419,435900.3271,296223.3523,18.09533952,50.52956285
1263.000,205.1327,435901.1491,296222.7829,18.09535121,50.52955782
1264.000,205.1521,435901.9717,296222.2142,18.09536292,50.5295528
1265.000,205.1514,435902.794,296221.6452,18.09537462,50.52954777
1266.000,205.16,435903.6157,296221.0753,18.09538631,50.52954273
1267.000,205.1645,435904.4375,296220.5055,18.09539801,50.5295377
1268.000,205.1664,435905.2597,296219.9363,18.09540971,50.52953267
1269.000,205.188,435906.0818,296219.3669,18.09542141,50.52952764
1270.000,205.1791,435906.9037,296218.7973,18.0954331,50.5295226
1271.000,205.1803,435907.7259,296218.2281,18.09544481,50.52951757
1272.000,205.1658,435908.5488,296217.6599,18.09545652,50.52951255
1273.000,205.1848,435909.3723,296217.0926,18.09546823,50.52950754
1274.000,205.1788,435910.1968,296216.5267,18.09547997,50.52950254
1275.000,205.1968,435911.021,296215.9604,18.09549169,50.52949754
1276.000,205.2139,435911.8448,296215.3936,18.09550342,50.52949253
1277.000,205.2254,435912.6685,296214.8265,18.09551514,50.52948752
1278.000,205.2098,435913.4919,296214.2591,18.09552685,50.52948251
1279.000,205.2148,435914.3151,296213.6914,18.09553857,50.52947749
1280.000,205.22,435915.1382,296213.1234,18.09555028,50.52947247
1281.000,205.2039,435915.9627,296212.5575,18.09556201,50.52946747
1282.000,205.2187,435916.7885,296211.9936,18.09557376,50.52946249
1283.000,205.24,435917.6136,296211.4286,18.0955855,50.5294575
1284.000,205.2355,435918.4381,296210.8628,18.09559724,50.5294525
1285.000,205.2331,435919.2636,296210.2984,18.09560898,50.52944751
1286.000,205.2322,435920.0899,296209.7351,18.09562074,50.52944254
1287.000,205.2386,435920.9134,296209.1679,18.09563246,50.52943752
1288.000,205.2209,435921.7354,296208.5983,18.09564416,50.52943249
1289.000,205.2507,435922.557,296208.0282,18.09565585,50.52942745
1290.000,205.2423,435923.3783,296207.4578,18.09566754,50.52942241
1291.000,205.2561,435924.1985,296206.8857,18.09567921,50.52941736
1292.000,205.2671,435925.0182,296206.3129,18.09569087,50.52941229
1293.000,205.2681,435925.8429,296205.7473,18.09570261,50.5294073
1294.000,205.2623,435926.6691,296205.1839,18.09571436,50.52940232
1295.000,205.2682,435927.494,296204.6186,18.0957261,50.52939733
1296.000,205.2678,435928.3185,296204.0529,18.09573783,50.52939233
1297.000,205.2725,435929.1435,296203.4878,18.09574957,50.52938734
1298.000,205.2743,435929.9686,296202.9228,18.09576131,50.52938234
1299.000,205.287,435930.7939,296202.358,18.09577306,50.52937735
1300.000,205.2895,435931.6191,296201.7932,18.0957848,50.52937236
1301.000,205.3123,435932.4462,296201.2311,18.09579657,50.5293674
1302.000,205.3094,435933.2734,296200.6692,18.09580834,50.52936244
1303.000,205.301,435934.1012,296200.1082,18.09582011,50.52935748
1304.000,205.3072,435934.9291,296199.5473,18.09583189,50.52935253
1305.000,205.3004,435935.7589,296198.9892,18.0958437,50.5293476
1306.000,205.3169,435936.5887,296198.4312,18.0958555,50.52934267
1307.000,205.3226,435937.4185,296197.8732,18.09586731,50.52933774
1308.000,205.3175,435938.2484,296197.3153,18.09587912,50.52933281
1309.000,205.3231,435939.0793,296196.7588,18.09589094,50.5293279
1310.000,205.3074,435939.9102,296196.2024,18.09590276,50.52932298
1311.000,205.3461,435940.7417,296195.6468,18.09591459,50.52931808
1312.000,205.3445,435941.5732,296195.0914,18.09592642,50.52931317
1313.000,205.3304,435942.4055,296194.537,18.09593826,50.52930828
1314.000,205.3345,435943.2377,296193.9825,18.0959501,50.52930338
1315.000,205.3534,435944.0699,296193.4281,18.09596193,50.52929849
1316.000,205.3437,435944.9019,296192.8734,18.09597377,50.52929359
1317.000,205.36,435945.7333,296192.3176,18.0959856,50.52928868
1318.000,205.3583,435946.5647,296191.7619,18.09599743,50.52928377
1319.000,205.3683,435947.3961,296191.2063,18.09600925,50.52927887
1319.627,205.3583,435947.9177,296190.8577,18.09601667,50.52927579
