elapsed_sec,MotorRPM,Speed,Speed_kmh,Distance_km
1276.97,0,0,0.0,0.0
1277.166,0,0,0.0,0.0
1277.365,0,0,0.0,0.0
1277.367,0,0,0.0,0.0
1277.384,0,0,0.0,0.0
1277.463,0,0,0.0,0.0
1277.571,0,0,0.0,0.0
1278.066,0,0,0.0,0.0
1278.364,0,0,0.0,0.0
1278.367,0,0,0.0,0.0
1278.379,0,0,0.0,0.0
1278.565,0,0,0.0,0.0
1278.765,0,0,0.0,0.0
1278.765,0,0,0.0,0.0
1278.866,0,0,0.0,0.0
1279.169,0,0,0.0,0.0
1279.265,0,0,0.0,0.0
1279.378,0,0,0.0,0.0
1279.462,0,0,0.0,0.0
1279.562,0,0,0.0,0.0
1279.762,0,0,0.0,0.0
1279.762,0,0,0.0,0.0
1279.771,0,0,0.0,0.0
1279.969,0,0,0.0,0.0
1280.071,0,0,0.0,0.0
1280.268,0,0,0.0,0.0
1280.38,0,0,0.0,0.0
1280.564,0,0,0.0,0.0
1280.762,0,0,0.0,0.0
1280.865,0,0,0.0,0.0
1280.963,0,0,0.0,0.0
1280.965,0,0,0.0,0.0
1281.065,0,0,0.0,0.0
1281.363,0,0,0.0,0.0
1281.381,0,0,0.0,0.0
1281.764,0,0,0.0,0.0
1281.868,0,0,0.0,0.0
1281.965,0,0,0.0,0.0
1282.062,0,0,0.0,0.0
1282.065,0,0,0.0,0.0
1282.38,0,0,0.0,0.0
1282.564,0,0,0.0,0.0
1282.862,0,0,0.0,0.0
1282.962,0,0,0.0,0.0
1282.962,0,0,0.0,0.0
1283.065,0,0,0.0,0.0
1283.162,0,0,0.0,0.0
1283.377,0,0,0.0,0.0
1283.961,0,0,0.0,0.0
1283.969,0,0,0.0,0.0
1284.064,0,0,0.0,0.0
1284.162,0,0,0.0,0.0
1284.162,0,0,0.0,0.0
1284.384,0,0,0.0,0.0
1284.764,0,0,0.0,0.0
1284.964,0,0,0.0,0.0
1285.162,0,0,0.0,0.0
1285.164,0,0,0.0,0.0
1285.863,0,0,0.0,0.0
1286.064,0,0,0.0,0.0
1286.164,0,0,0.0,0.0
1287.063,0,0,0.0,0.0
1287.163,0,0,0.0,0.0
1287.262,0,0,0.0,0.0
1288.264,0,0,0.0,0.0
1423.856,0,0,0.0,0.0
1423.866,0,0,0.0,0.0
1424.444,0,0,0.0,0.0
1425.041,0,0,0.0,0.0
1425.441,0,0,0.0,0.0
1425.866,0,0,0.0,0.0
1426.243,0,0,0.0,0.0
1426.243,0,0,0.0,0.0
1426.542,0,0,0.0,0.0
1426.872,0,0,0.0,0.0
1427.043,0,0,0.0,0.0
1427.353,0,0,0.0,0.0
1427.544,0,0,0.0,0.0
1427.87,0,0,0.0,0.0
1428.049,0,0,0.0,0.0
1428.334,0,0,0.0,0.0
1428.351,0,0,0.0,0.0
1428.453,0,0,0.0,0.0
1428.549,0,0,0.0,0.0
1428.742,0,0,0.0,0.0
1428.857,0,0,0.0,0.0
1428.869,0,0,0.0,0.0
1429.048,0,0,0.0,0.0
1429.243,0,0,0.0,0.0
1429.348,0,0,0.0,0.0
1429.764,0,0,0.0,0.0
1429.767,0,0,0.0,0.0
1430.04,0,0,0.0,0.0
1430.153,0,0,0.0,0.0
1430.348,0,0,0.0,0.0
1430.534,0,0,0.0,0.0
1430.534,0,0,0.0,0.0
1430.543,0,0,0.0,0.0
1430.774,0,0,0.0,0.0
1430.846,0,0,0.0,0.0
1430.847,0,0,0.0,0.0
1430.944,0,0,0.0,0.0
1431.042,0,0,0.0,0.0
1431.14,0,0,0.0,0.0
1431.342,0,0,0.0,0.0
1431.448,0,0,0.0,0.0
1431.552,0,0,0.0,0.0
1431.745,0,0,0.0,0.0
1431.847,0,0,0.0,0.0
1432.044,0,0,0.0,0.0
1432.164,0,0,0.0,0.0
1432.342,0,0,0.0,0.0
